p_name,p_price,p_score,p_region,p_year
Riesling Kabinett Mosel-Saar-Ruwer Trittenheimer Felsenkopf,17,87,Germany,1997
Vinho Verde Quinta de Azevedo,8,75,Portugal,1993
Merlot Napa Valley Reserve,35,91,Napa,1994
Barbaresco Mantico,35,86,Piedmont,1996
Pinot Noir Oregon Founders' Reserve,18,85,Oregon,1995
Fiano Paestum Donnaluna,15,87,Other Italy,1999
Cabernet Sauvignon Howell Mountain Bancroft Vineyard,,,Napa,1998
Zinfandel Sonoma Valley Cooke,22,91,Sonoma,1995
Brunello di Montalcino Riserva,75,86,Tuscany,1993
Chardonnay Venezie,12,85,Northeast,1996
Chardonnay California Mariage,18,88,Other California,1998
Cabernet Franc Yakima Valley,10,79,Washington,1993
Vosne-Romanee,,90,Burgundy,1997
Cabernet Sauvignon Napa Valley Reserve,27,88,Napa,1994
Merlot Virginia Lot 95,17,81,Virginia,
Cabernet Sauvignon San Luis Obispo County Morning Star,14,83,South Coast,1995
Macon-Villages,,71,Burgundy,1995
Chablis Blanchot,35,83,Burgundy,1998
Riesling Alsace Engelgarten,26,89,Alsace,1998
Pauillac,,,Bordeaux,1999
Puligny-Montrachet,32,81,Burgundy,1993
Chianti Classico Cortevecchia Riserva,25,88,Tuscany,1994
Cabernet Sauvignon Paso Robles,16,86,South Coast,1994
Tokay Pinot Gris Alsace,17,85,Alsace,1998
Chianti Classico Cortevecchia Riserva,27,83,Tuscany,1996
Riesling QbA Rheingau,15,86,Germany,1996
Aloxe-Corton,30,82,Burgundy,1993
Riesling Hochgewächs Mosel-Saar-Ruwer Graacher Domprobst,9,78,Germany,1992
Riesling Kabinett Mosel-Saar-Ruwer Wehlener Sonnenuhr,14,84,Germany,1998
Corton Pougets,60,83,Burgundy,1998
Chateauneuf-du-Pape,17,84,Rhone,1997
Chardonnay Napa Valley Proprietor's Reserve,30,92,Napa,1995
Merlot Rapel Valley Reserve,13,89,Chile,1995
Eloge Napa Valley,,,Napa,1998
Merlot Yakima Valley,14,87,Washington,1997
Haut-Medoc,,,Bordeaux,1998
Chardonnay Martinborough,28,87,New Zealand,1995
St.-Emilion,,85,Bordeaux,1997
Ribera del Duero Reserva Especial,100,91,Spain,1996
Spaghetti Red California,6,74,Other California,
Sauvignon Blanc Umbria Castello della Sala,12,85,Other Italy,1998
Merlot Colli Euganei,6,81,Veneto,1997
Margaux,23,85,Bordeaux,1993
Pomerol,,,Bordeaux,1999
Chardonnay Napa Valley Founder's Reserve,30,92,Napa,1994
Cabernet Sauvignon Napa Valley Red Rock Terrace,75,96,Napa,1995
Merlot Okanagan Valley Private Reserve Southern Valley,10,78,Canada,1997
Barbera d'Alba,20,89,Piedmont,1995
Shiraz California,7,80,Other California,1997
Santenay Les Gravieres Vieilles Vignes,37,86,Burgundy,1998
Demi-Sec California Cuvee de Frontignan,12,81,Other California,
Pinot Noir Napa Valley Carneros Winery Lake Vineyard,16,84,Carneros,1996
Corton-Charlemagne,85,88,Burgundy,1998
Rieslaner Trockenbeerenauslese Pfalz Mussbacher Eselshaut,75,89,Germany,1994
Cabernet Sauvignon Napa Valley,45,91,Napa,1996
Chardonnay Edna Valley Oliver's Vineyard,20,87,South Coast,1998
Merlot Piave,6,78,Veneto,1993
Cotes du Rhone-Villages Laudun,10,81,Rhone,1994
Barolo Vigna Gancia,47,91,Piedmont,1996
Chablis Montee de Tonnerre,25,80,Burgundy,1995
Pinot Noir South Eastern Australia,10,84,Australia,1997
Ribera del Duero Teofilo Reyes,26,83,Spain,1996
Gavi,14,85,Piedmont,1997
Puligny-Montrachet,,90,Burgundy,1996
Pinot Noir Sonoma Coast,32,88,Sonoma,1996
Cabernet Sauvignon Mount Barker-Margaret River,20,84,Australia,1996
Pouilly-Fuisse Les Chevrieres,,89,Burgundy,1994
Syrah Toscana,18,88,Tuscany,1997
Dolcetto d'Alba,10,83,Piedmont,1999
Gewurztraminer Sonoma County,10,84,Sonoma,1996
Sauvignon Blanc California,6,79,Other California,1993
Ribera del Duero Crianza,22,88,Spain,1996
Chardonnay South Australia,8,84,Australia,1999
Sauvignon Aquileia del Friuli Aristos,19,85,Northeast,1997
Cabernet Sauvignon Paso Robles,11,81,South Coast,1995
Pinot Noir Willamette Valley Reserve,40,82,Oregon,1995
Pinot Noir Willamette Valley,22,88,Oregon,1994
Saint Laurent Qualitätswein Burgenland,,85,Austria,1995
Zinfandel Russian River Valley Alegria Vineyards Heritage Vines,23,77,Sonoma,1997
Cabernet Sauvignon Penedes Gran Coronas Reserva,18,86,Spain,1995
Saumur-Champigny,15,86,Loire,1995
Vouvray Sec,12,79,Loire,1996
Chardonnay Navarra Gran Fuedo,10,82,Spain,1998
Breganze Torcolato,30,89,Veneto,1998
Zinfandel California Old Vine Cuvee,9,87,Other California,1994
Conca de Barbera Grans Muralles,75,90,Spain,1996
Pinot Noir Napa Valley Carneros Winery Lake Vineyard,18,82,Carneros,1994
Grands Echezeaux,,87,Burgundy,1992
Syrah Aconcagua Valley Don Maximiano Estate Reserva,19,88,Chile,1996
Pinot Noir Napa Valley Carneros Winery Lake Vineyard,18,82,Carneros,1993
Riesling QbA Mosel-Saar-Ruwer Filzener Herrenberg,14,86,Germany,1997
Chardonnay Columbia Valley Varietal Select,10,86,Washington,1994
Pinot Noir Sonoma Coast Hirsch Vineyard,52,89,Sonoma,1997
Barbera d'Asti Superiore Stradivario,41,81,Piedmont,1996
Riesling Kabinett Pfalz Forster Elster,13,86,Germany,1996
Cabernet Sauvignon Dry Creek Valley Three Vineyards Special Vineyard Selection,14,85,Sonoma,1997
Tocai Friulano Collio,13,85,Northeast,1995
St.-Emilion,27,83,Bordeaux,1995
Riesling Kabinett Mosel-Saar-Ruwer Trittenheimer Felsenkopf,17,84,Germany,1998
Cabernet Sauvignon Yakima Valley,20,91,Washington,1992
Bourgogne White,15,84,Burgundy,1996
Chardonnay Virginia,10,77,Virginia,1993
Cabernet Sauvignon North Carolina,13,81,North Carolina,1993
Chateauneuf-du-Pape,20,74,Rhone,1996
Cotes du Rhone La Berberine,8,83,Rhone,1994
Beaune Les Chouacheux,35,82,Burgundy,1997
Cabernet Sauvignon Stags Leap District,50,90,Napa,1992
Cabernet Sauvignon Maipo Valley Reserve,11,84,Chile,1995
Shiraz Paarl,14,86,South Africa,1996
Cabernet Sauvignon Napa Valley Special Reserve,30,93,Napa,1996
Chenin Blanc Napa Valley Dry,9,82,Napa,1992
Riesling Auslese Gold Cap Mosel-Saar-Ruwer Brauneberger Juffer-Sonnenuhr,80,90,Germany,1992
Chablis Les Lys,27,82,Burgundy,1998
Merlot Carneros Heritage Reserve,40,87,Carneros,1997
Romanee St.-Vivant Les Quatre Journaux,160,74,Burgundy,1995
Chardonnay Virginia Reserve,16,79,Virginia,1993
Toscana Renaio,,85,Tuscany,1998
Pinot Noir Russian River Valley Dutton Ranch,27,88,Sonoma,1997
Chardonnay California Barrel Select,7,84,Other California,1994
Chardonnay Arroyo Grande Valley Talley Vineyards,20,87,South Coast,1993
Cabernet Sauvignon California,8,83,Other California,1994
Cabernet-Merlot-Cabernet Franc-Petit Verdot Dry Creek Valley Crane Creek Cuvee,32,86,Sonoma,1995
Brut Cava Borbones,10,77,Spain,
Chianti Classico Il Poggiale Riserva,30,86,Tuscany,1993
Chardonnay Sonoma County Preferred Stock,18,90,Sonoma,1992
Cotes du Rhone Parallele 45,8,84,Rhone,1994
Dolcetto d'Alba Colombe,16,84,Piedmont,1998
Beaujolais-Villages Domaine des Vignes des Jumeaux,10,84,Beaujolais,1994
Moulin-a-Vent Chateau des Jacques Clos des Thorins,,88,Beaujolais,1996
Meursault Les Narvaux,42,93,Burgundy,1996
Tokay Pinot Gris Alsace Cuvee Jean-Baptiste,15,78,Alsace,1992
Sancerre Comte Lafond,23,89,Loire,1992
Chardonnay Anderson Valley Late Harvest Marguerite Vineyards,15,80,Mendocino Lake,1993
Merlot Vin de Pays d'Oc Cuvee Speciale,7,58,Other France,1996
Christian Wolffer Cuvee Long Island,23,84,Long Island,1993
Santa Brigida,17,82,Tuscany,1993
Brut Champagne Classique,28,86,Champagne,
Julienas Les Bucherats,9,74,Beaujolais,1995
Scheurebe Trockenbeerenauslese Pfalz Forster Ungeheuer,54,78,Germany,1992
Chateauneuf-du-Pape Les Clefs d'Or,,80,Rhone,1997
Coda di Volpe Irpinia Mastro,14,82,Other Italy,1999
Zinfandel Dry Creek Valley Bradford Mountain Vineyard,17,85,Sonoma,1995
Pouilly-Fume,16,80,Loire,1997
Volnay Les Pitures,33,86,Burgundy,1995
Pauillac,,,Bordeaux,1998
Garnet Royale Texas,7,78,Texas,1996
Gewurztraminer Auslese Wien Ried Gebhardin,23,90,Wien,1996
Chardonnay Santa Barbara County,13,87,South Coast,1993
Bourgogne Aligote,15,82,Burgundy,1997
Gewurztraminer Washington,12,85,Washington,1998
The Novelist Napa Valley Meritage,14,87,Napa,1995
Merlot Russe,5,78,Russe,1998
Chardonnay South Eastern Australia Jacob's Creek,8,81,Australia,1996
Tokay Pinot Gris Alsace Vendanges Tardives,40,88,Alsace,1996
Pinot Noir Lenswood,36,88,Australia,1998
Pessac-Leognan,30,80,Bordeaux,1992
Chardonnay Russian River Valley Reserve,30,89,Sonoma,1998
Pommard La Chanieres,35,88,Burgundy,1998
Cabernet Sauvignon Limari Valley Tierra Arena,7,79,Chile,2000
Ruby Cabernet Napa Valley Limited Reserve,9,88,Napa,1993
Chablis Tete de Cuvee,20,78,Burgundy,1998
Migration Napa Valley White,10,86,Napa,1996
Zinfandel Napa Valley Mead Ranch Vineyard Grand Reserve,21,86,Napa,1997
Macon-Villages,11,80,Burgundy,1997
Beaujolais Domaine des Terres Dorees Cuvee Tradition,10,77,Beaujolais,1993
Sauvignon Blanc Mendocino County,7,84,Mendocino Lake,1995
Pear eau-de-vie Washington Poire,18,90,Washington,
Grand Cepage Washington,9,85,Washington,1995
Chardonnay Edna Valley MacGregor Vineyard,18,87,South Coast,1996
Shiraz Barossa Reserve,27,91,Australia,1993
St.-Joseph,18,87,Rhone,1997
St.-Emilion,25,86,Bordeaux,1993
Toscana Terre di Tufi,22,88,Tuscany,1997
Domaine Reserve Maule Valley,42,83,Chile,1997
Volnay,32,83,Burgundy,1995
Pinot Noir Edna Valley MacGregor Vineyard,15,88,South Coast,1992
Chardonnay Carneros,18,87,Carneros,1996
Chardonnay Monterey County Fifth Generation Harvest Reserve,12,87,Bay Area - Central Coast,1993
Coteaux du Languedoc White Caurus,17,83,Languedoc-Roussillon,1999
Chardonnay Columbia Valley,10,87,Washington,1994
Latricieres-Chambertin,89,77,Burgundy,1997
Toscana,50,85,Tuscany,1998
Cabernet Sauvignon Napa Valley,19,88,Napa,1992
Pinot Noir Finger Lakes,17,78,Finger Lakes,1998
Cabernet Sauvignon Napa Valley,27,91,Napa,1994
Riesling Spätlese Halbtrocken Pfalz Haardter Herzog,24,91,Germany,1993
La Romanee Chateau de Vosne-Romanee,300,90,Burgundy,1996
Brut Cremant d'Alsace Reserve,7,79,Alsace,
Margaux,,,Bordeaux,1998
Merlot Toscana,19,83,Tuscany,1996
Bourgogne White,12,70,Burgundy,1995
Pessac-Leognan,15,89,Bordeaux,1995
Sangiovese Sonoma County,20,87,Sonoma,1996
Zinfandel North Coast Coastal,9,83,Other California,1996
Brunello di Montalcino,55,88,Tuscany,1994
Fume Blanc Alexander Valley T-T,18,88,Sonoma,1998
Montrachet,250,98,Burgundy,1995
Pinot Noir Paso Robles,10,82,South Coast,1994
Pinot Grigio Trentino Torre di Luna,12,83,Northeast,1996
Synergy Sonoma Valley,15,86,Sonoma,1994
Trilogy Stellenbosch,17,83,South Africa,1992
Nuits-St.-Georges Les St.-Georges,60,92,Burgundy,1996
Pomerol,1208,86,Bordeaux,1996
Chardonnay Mendocino Lolonis Vineyard,26,91,Mendocino Lake,1995
Nuits-St.-Georges Les Chaboeufs,60,79,Burgundy,1996
Cabernet Sauvignon Mendoza Reserve,6,77,Argentina,1992
Chardonnay Washington,9,84,Washington,1995
Chablis,,86,Burgundy,1996
Chablis Montee de Tonnerre,26,90,Burgundy,1996
Sauvignon Blanc Sonoma County,9,76,Sonoma,1994
Meursault Charmes,54,83,Burgundy,1997
Pinot Noir Willamette Valley Unfiltered,7,87,Oregon,1992
Zinfandel Shenandoah Valley d'Agostini Bros.,30,89,Sierra Foothills,1996
Puligny-Montrachet,41,92,Burgundy,1995
Fleurie Flower Label,10,88,Beaujolais,1993
Chianti Classico,15,83,Tuscany,1994
Sauvignon Blanc Napa Valley,14,86,Napa,1998
Cabernet Sauvignon Hunter Valley Reserve,15,85,Australia,1997
Pinot Noir Russian River Valley,16,82,Sonoma,1996
Chassagne-Montrachet Clos St.-Jean,,60,Burgundy,1996
Pinot Grigio Colli Orientali del Friuli,22,81,Northeast,1997
Chardonnay Marlborough,15,81,New Zealand,1997
Chardonnay Toscana Violette,,85,Tuscany,1996
Greco di Tufo Loggia della Serra,20,84,Other Italy,1996
Cabernet Sauvignon Howell Mountain Liparita Vineyard,35,84,Napa,1992
Merlot North Fork of Long Island,19,84,Long Island,1995
Recioto di Soave Le Colombare,23,87,Veneto,1994
Country Red Minnesota,7,78,Minnesota,
Chardonnay Isonzo,13,83,Northeast,1994
Grands Echezeaux,69,93,Burgundy,1993
Chablis Vieilles Vignes,24,85,Burgundy,1997
Sicilia Red Terrale,6,84,Other Italy,1996
Brunello di Montalcino,50,90,Tuscany,1993
J. Daniel Cuvee Napa Valley,60,92,Napa,1996
Bordeaux Cuvee Passion,12,86,Bordeaux,1997
Chardonnay Napa Valley Winemaker's Traditional Methode,10,83,Napa,1994
Merlot Niagara Peninsula Lailey Vineyard,35,78,Canada,1998
Merlot Colchagua Valley,8,86,Chile,1996
Pinot Gris Alsace Turckheim Clos Jebsal Selection des Grains Nobles,375,95,Alsace,1993
Semillon Lenswood,24,86,Australia,1998
Chardonnay South Eastern Australia Nottage Hill,6,84,Australia,1999
Corton-Charlemagne,65,96,Burgundy,1995
Toscana Perlato del Bosco,30,86,Tuscany,1998
Pinot Noir Willamette Valley,17,83,Oregon,1995
Chianti Classico Roberto Stucchi,22,84,Tuscany,1997
Brunello di Montalcino,44,87,Tuscany,1995
Brut Blanc de Noirs Napa Valley,18,87,Napa,
Cabernet Sauvignon Molina,7,84,Chile,1996
Shiraz Coonawarra,22,87,Australia,1996
Merlot Napa Valley,18,78,Napa,1995
Riesling Victoria Three Steps Dry,12,88,Australia,1998
Buzet,9,82,Other France,1994
Chardonnay Napa Valley Carneros ATS Selection,40,88,Carneros,1997
Vosne-Romanee Les Suchots,,84,Burgundy,1993
Cortaccio,40,90,Tuscany,1993
Savigny-les-Beaune,12,82,Burgundy,1993
Pinot Noir Russian River Valley West Block Reserve,38,89,Sonoma,1993
Chardonnay Napa Valley,15,87,Napa,1997
Merlot Russe,4,84,Bulgaria,1993
Chianti Colli Senesi,10,80,Tuscany,1998
Riesling Federspiel Trocken Wachau Jochinger Pichl,20,89,Niederosterreich,1994
Cabernet Sauvignon Santa Cruz Mountains,110,88,Bay Area - Central Coast,1995
Chianti Classico,22,88,Tuscany,1997
Pinot Noir Carneros Sangiacomo Vineyard,25,89,Carneros,1996
Beaune White Clos des Mouches,78,90,Burgundy,1996
St.-Chinian,9,83,Languedoc-Roussillon,1996
Cabernet Sauvignon Sonoma Mountain Reserve,32,88,Sonoma,1994
Riesling Spätlese Halbtrocken Rheinhessen Niersteiner Pettental,17,84,Germany,1996
Merlot California,6,83,Other California,1992
Chardonnay North Coast,10,86,Other California,1995
Macon-Lugny Fete des Fleurs,8,86,Burgundy,1994
Cabernet Sauvignon Mendocino,17,84,Mendocino Lake,1996
Cabernet Sauvignon Texas High Plains Cellar Select,19,79,Texas,1994
Condrieu,35,89,Rhone,1992
Vino Nobile di Montepulciano,14,81,Tuscany,1994
Chassagne-Montrachet Les Champs Gain,,85,Burgundy,1994
Mercurey Les Champs Martins,,87,Burgundy,1997
Latricieres-Chambertin,51,70,Burgundy,1995
Meursault,20,83,Burgundy,1992
Sauvignon Blanc Hawkes Bay,,83,New Zealand,1993
Syrah Spring Mountain District,30,83,Napa,1997
Gewurztraminer Sonoma Valley Rhinefarm Vineyards,10,85,Sonoma,1996
Rubicon Rutherford,80,92,Napa,1995
Givry White,14,79,Burgundy,1998
Pinot Noir Sonoma County,20,84,Sonoma,1995
Brut Cremant d'Alsace Cuvee du Paradis,14,86,Alsace,
Huxelrebe Beerenauslese Pfalz Forster Schnepfenflug,22,88,Germany,1996
Merlot Stellenbosch Private Collection,22,84,South Africa,1997
Valpolicella Classico Vigneti in Marano,9,80,Veneto,1996
Chardonnay Mendoza Proprietors Private Reserve,6,84,Argentina,1993
Bianco della Lega,12,82,Tuscany,1996
Sherry South Africa Medium Dry Renasans Pale,7,84,South Africa,
Tocai Friulano Grave del Friuli,9,74,Northeast,1993
Riesling Spätlese Mosel-Saar-Ruwer Saarburger Rausch (AP 10),21,87,Germany,1997
Sancerre La Croix au Garde,18,85,Loire,1995
Chardonnay Napa Valley Catacula Vineyard,18,84,Napa,1994
Syrah Russian River Valley,14,84,Sonoma,1993
Coteaux du Languedoc White,15,85,Languedoc-Roussillon,1995
Shiraz-Cabernet South Eastern Australia Captain's Selection,6,83,Australia,1993
Gigondas Cuvee Vieilles Vignes,15,79,Rhone,1993
Cabernet Sauvignon Stellenbosch,14,84,South Africa,1996
Pinot Noir California,12,85,Other California,1996
Vino Nobile di Montepulciano,,80,Tuscany,1993
Zinfandel Alexander Valley,15,89,Sonoma,1994
Barbera d'Alba Ca' Rusa Barriques,,85,Piedmont,1997
Riesling Spätlese Nahe Oberhäuser Brucke,12,86,Germany,1992
Chassagne-Montrachet,39,90,Burgundy,1996
Cabernet Sauvignon Alexander Valley,45,89,Sonoma,1997
Chianti Classico,15,78,Tuscany,1998
Cabernet Sauvignon Columbia Valley Varietal Select,9,86,Washington,1993
Chardonnay Dry Creek Valley Dorothy's Vineyard,23,89,Sonoma,1996
Meursault Les Chevalieres,25,87,Burgundy,1992
Merlot Sonoma County,15,88,Sonoma,1994
Sauvignon Blanc Maipo Valley Santa Rosa Vineyard,8,85,Chile,1993
Cabernet Sauvignon North Fork of Long Island Reserve,17,82,Long Island,1993
Chablis Vieilles Vignes Domaine Ste.-Claire,20,79,Burgundy,1992
Chardonnay Vin de Pays d'Oc,7,76,Other France,1998
Riesling Qualitätswein Trocken Kremstal Tiefenthal,26,87,Niederosterreich,1998
Corton Le Clos du Roi,75,79,Burgundy,1995
Chardonnay California,10,86,Other California,1995
Volnay Clos des Chenes,64,84,Burgundy,1997
Puligny-Montrachet Les Folatieres,77,79,Burgundy,1998
Riesling Spätlese Rheingau Geisenheimer Rothenbergben,20,88,Germany,1996
Cabernet Sauvignon Sonoma Valley Jack London Vineyard,25,89,Sonoma,1995
Cabernet Franc Santa Lucia Highlands,12,77,Bay Area - Central Coast,1995
Fume Blanc California,7,82,Other California,1996
Chablis Vaudesir,29,85,Burgundy,1995
Echezeaux Domaine du Clos Frantin,,85,Burgundy,1993
Petite Sirah Howell Mountain,18,87,Napa,1992
Vin de Pays des Cotes de Gascogne White Colombelle,6,82,Other France,1997
Soave Classico Superiore Vigneti di Foscarino,26,88,Veneto,1998
Merlot Yakima Valley Klipsun Vineyards,29,88,Washington,1996
Chardonnay South Australia Piccadilly Valley,30,91,Australia,1996
Bergerac White,7,84,Other France,1996
St.-Emilion,20,88,Bordeaux,1995
Sancerre,16,85,Loire,1997
St.-Aubin En Remilly,33,92,Burgundy,1998
Chianti Classico,,78,Tuscany,1994
Corton-Charlemagne,100,95,Burgundy,1996
Merlot Napa Valley,15,74,Napa,1992
Barolo Castellero,60,85,Piedmont,1996
Cabernet Sauvignon Napa Valley,45,91,Napa,1995
Meursault Charmes,47,83,Burgundy,1996
Chardonnay Howell Mountain Estate Reserve,17,84,Napa,1993
Romanee St.-Vivant,150,89,Burgundy,1993
Aloxe-Corton,29,75,Burgundy,1995
Riesling Spätlese Mosel-Saar-Ruwer Scharzhofberger,,83,Germany,1992
Chianti Classico Torre a Destra Riserva,,87,Tuscany,1995
Fronsac,15,90,Bordeaux,1995
Chardonnay Arbois,13,83,Other France,1995
Chardonnay Willamette Valley Mt. Hood Cuvee,15,85,Oregon,1997
Chardonnay Hudson River Region,11,80,Hudson River Region,1992
Fino Jerez Tio Pepe,12,88,Spain,
Chablis Vaillons,22,85,Burgundy,1997
Riesling Kabinett Rheinhessen Oppenheimer Kreuz,10,79,Germany,1997
Bianco di Palisades Napa Valley,9,83,Napa,1996
Chassagne-Montrachet Les Vergers,42,86,Burgundy,1996
Pinot Blanc Monterey San Bernabe Vineyard,15,85,Bay Area - Central Coast,1997
Cabernet Sauvignon Stags Leap District Richard Chambers Vineyard,,91,Napa,1997
Tawny Port McLaren Vale Old Cave,15,90,Australia,
Douro Foral,6,84,Portugal,1996
Chapelle-Chambertin,62,87,Burgundy,1995
Toscana Campaccio,30,86,Tuscany,1996
Castilla y Leon Penascal,6,83,Spain,1996
Brut Blanc de Blancs Champagne,28,88,Champagne,
Moulis,16,85,Bordeaux,1993
Haut-Medoc,,,Bordeaux,1999
Merlot Penedes Atrium Las Torres,14,80,Spain,1999
Crozes-Hermitage White Mule Blanche,20,72,Rhone,1995
Malvasia Bianca Monterey,13,81,Bay Area - Central Coast,1994
Valpolicella Superiore Monti Garbi,22,85,Veneto,1997
Brunello di Montalcino Riserva,,86,Tuscany,1993
Pessac-Leognan White,12,83,Bordeaux,1995
Cabernet Sauvignon North Fork of Long Island,22,89,Long Island,1995
Buzet,14,82,Other France,1993
Pomerol,18,81,Bordeaux,1995
Merlot Maryland,20,81,Maryland,1998
Cabernet Sauvignon-Shiraz South Eastern Australia Nottage Hill,8,83,Australia,1997
Pinot Noir Willamette Valley Reserve,30,87,Oregon,1997
Cabernets Barossa Valley,,85,Australia,1992
Pinot Bianco Collio,14,84,Northeast,1996
Chablis Grenouille,55,84,Burgundy,1998
Cabernet Sauvignon North Fork of Long Island Reserve,18,79,Long Island,1997
Shiraz South Australia Chais Clarendon,20,87,Australia,1992
Chardonnay Eden Valley Show Reserve,15,83,Australia,1996
Minervois Les Barons,11,77,Languedoc-Roussillon,1996
Pessac-Leognan White,,73,Bordeaux,1996
Merlot Washington,8,81,Washington,1993
St.-Emilion,50,92,Bordeaux,1994
Chassagne-Montrachet,42,87,Burgundy,1998
Cabernet Sauvignon South Eastern Australia Old Winery,8,83,Australia,1992
Marsannay,20,80,Burgundy,1994
Riesling QbA Mosel-Saar-Ruwer Estate,12,86,Germany,1997
Merlot Napa Valley,16,75,Napa,1993
Chardonnay Anderson Valley,17,84,Mendocino Lake,1996
Vino Nobile di Montepulciano Riserva,22,89,Tuscany,1995
Zinfandel Contra Costa County Continente Vineyard,16,90,Bay Area - Central Coast,1997
Cabernet Sauvignon Napa Valley,14,87,Napa,1993
Sauvignon Blanc Mendocino County,10,85,Mendocino Lake,1992
Margaux,21,88,Bordeaux,1997
Barbaresco Campo Quadro,48,68,Piedmont,1995
Meursault Sous la Velle,30,90,Burgundy,1996
Gevrey-Chambertin En Motrot,46,90,Burgundy,1993
Brut Champagne R de Ruinart,50,87,Champagne,1992
Gewurztraminer Sonoma Valley Rhinefarm Vineyards,12,81,Sonoma,1997
Corton Renardes,56,84,Burgundy,1997
Zinfandel El Dorado,12,87,Sierra Foothills,1998
Crozes-Hermitage,14,85,Rhone,1992
Bourgogne White Bouquet Chardon,15,75,Burgundy,1999
Beaune Epenottes,38,73,Burgundy,1995
Nuits-St.-Georges,41,79,Burgundy,1996
Dolcetto d'Alba Coste & Fossati,20,85,Piedmont,1998
Chardonnay Marlborough Unoaked,14,87,New Zealand,1998
Brut Rose Champagne Grand Rose,50,88,Champagne,
Pinot Noir Sonoma Valley,25,87,Sonoma,1993
Vin Santo del Chianti,26,76,Tuscany,1994
Cabernet Sauvignon Mendoza,10,75,Argentina,1997
Zinfandel Sonoma County,14,87,Sonoma,1994
QbA Baden Dry,6,75,Germany,
Dolcetto d'Alba,14,83,Piedmont,1996
Sangiovese Napa Valley,22,92,Napa,1994
Vinho Verde Arca Nova,6,83,Portugal,1998
